dateid,date,Year,Quarter,QuarterName,Month,Monthname,Day,Weekday,WeekdayName
899,2021-06-17,2021,2,Q2,6,June,17,5,Thursday
900,2021-06-18,2021,2,Q2,6,June,18,6,Friday
901,2021-06-19,2021,2,Q2,6,June,19,7,Saturday
902,2021-06-20,2021,2,Q2,6,June,20,1,Sunday
903,2021-06-21,2021,2,Q2,6,June,21,2,Monday
904,2021-06-22,2021,2,Q2,6,June,22,3,Tuesday
905,2021-06-23,2021,2,Q2,6,June,23,4,Wednesday
906,2021-06-24,2021,2,Q2,6,June,24,5,Thursday
907,2021-06-25,2021,2,Q2,6,June,25,6,Friday
908,2021-06-26,2021,2,Q2,6,June,26,7,Saturday
909,2021-06-27,2021,2,Q2,6,June,27,1,Sunday
910,2021-06-28,2021,2,Q2,6,June,28,2,Monday
911,2021-06-29,2021,2,Q2,6,June,29,3,Tuesday
912,2021-06-30,2021,3,Q3,6,June,30,4,Wednesday
913,2021-07-01,2021,3,Q3,7,July,1,5,Thursday
914,2021-07-02,2021,3,Q3,7,July,2,6,Friday
915,2021-07-03,2021,3,Q3,7,July,3,7,Saturday
916,2021-07-04,2021,3,Q3,7,July,4,1,Sunday
917,2021-07-05,2021,3,Q3,7,July,5,2,Monday
918,2021-07-06,2021,3,Q3,7,July,6,3,Tuesday
919,2021-07-07,2021,3,Q3,7,July,7,4,Wednesday
920,2021-07-08,2021,3,Q3,7,July,8,5,Thursday
921,2021-07-09,2021,3,Q3,7,July,9,6,Friday
922,2021-07-10,2021,3,Q3,7,July,10,7,Saturday
923,2021-07-11,2021,3,Q3,7,July,11,1,Sunday
924,2021-07-12,2021,3,Q3,7,July,12,2,Monday
925,2021-07-13,2021,3,Q3,7,July,13,3,Tuesday
926,2021-07-14,2021,3,Q3,7,July,14,4,Wednesday
927,2021-07-15,2021,3,Q3,7,July,15,5,Thursday
928,2021-07-16,2021,3,Q3,7,July,16,6,Friday
929,2021-07-17,2021,3,Q3,7,July,17,7,Saturday
930,2021-07-18,2021,3,Q3,7,July,18,1,Sunday
931,2021-07-19,2021,3,Q3,7,July,19,2,Monday
932,2021-07-20,2021,3,Q3,7,July,20,3,Tuesday
933,2021-07-21,2021,3,Q3,7,July,21,4,Wednesday
934,2021-07-22,2021,3,Q3,7,July,22,5,Thursday
935,2021-07-23,2021,3,Q3,7,July,23,6,Friday
936,2021-07-24,2021,3,Q3,7,July,24,7,Saturday
937,2021-07-25,2021,3,Q3,7,July,25,1,Sunday
938,2021-07-26,2021,3,Q3,7,July,26,2,Monday
939,2021-07-27,2021,3,Q3,7,July,27,3,Tuesday
940,2021-07-28,2021,3,Q3,7,July,28,4,Wednesday
941,2021-07-29,2021,3,Q3,7,July,29,5,Thursday
942,2021-07-30,2021,3,Q3,7,July,30,6,Friday
943,2021-07-31,2021,3,Q3,7,July,31,7,Saturday
944,2021-08-01,2021,3,Q3,8,August,1,1,Sunday
945,2021-08-02,2021,3,Q3,8,August,2,2,Monday
946,2021-08-03,2021,3,Q3,8,August,3,3,Tuesday
947,2021-08-04,2021,3,Q3,8,August,4,4,Wednesday
948,2021-08-05,2021,3,Q3,8,August,5,5,Thursday
949,2021-08-06,2021,3,Q3,8,August,6,6,Friday
950,2021-08-07,2021,3,Q3,8,August,7,7,Saturday
951,2021-08-08,2021,3,Q3,8,August,8,1,Sunday
952,2021-08-09,2021,3,Q3,8,August,9,2,Monday
953,2021-08-10,2021,3,Q3,8,August,10,3,Tuesday
954,2021-08-11,2021,3,Q3,8,August,11,4,Wednesday
955,2021-08-12,2021,3,Q3,8,August,12,5,Thursday
956,2021-08-13,2021,3,Q3,8,August,13,6,Friday
957,2021-08-14,2021,3,Q3,8,August,14,7,Saturday
958,2021-08-15,2021,3,Q3,8,August,15,1,Sunday
959,2021-08-16,2021,3,Q3,8,August,16,2,Monday
960,2021-08-17,2021,3,Q3,8,August,17,3,Tuesday
961,2021-08-18,2021,3,Q3,8,August,18,4,Wednesday
962,2021-08-19,2021,3,Q3,8,August,19,5,Thursday
963,2021-08-20,2021,3,Q3,8,August,20,6,Friday
964,2021-08-21,2021,3,Q3,8,August,21,7,Saturday
965,2021-08-22,2021,3,Q3,8,August,22,1,Sunday
966,2021-08-23,2021,3,Q3,8,August,23,2,Monday
967,2021-08-24,2021,3,Q3,8,August,24,3,Tuesday
968,2021-08-25,2021,3,Q3,8,August,25,4,Wednesday
969,2021-08-26,2021,3,Q3,8,August,26,5,Thursday
970,2021-08-27,2021,3,Q3,8,August,27,6,Friday
971,2021-08-28,2021,3,Q3,8,August,28,7,Saturday
972,2021-08-29,2021,3,Q3,8,August,29,1,Sunday
973,2021-08-30,2021,3,Q3,8,August,30,2,Monday
974,2021-08-31,2021,3,Q3,8,August,31,3,Tuesday
975,2021-09-01,2021,3,Q3,9,September,1,4,Wednesday
976,2021-09-02,2021,3,Q3,9,September,2,5,Thursday
977,2021-09-03,2021,3,Q3,9,September,3,6,Friday
978,2021-09-04,2021,3,Q3,9,September,4,7,Saturday
979,2021-09-05,2021,3,Q3,9,September,5,1,Sunday
980,2021-09-06,2021,3,Q3,9,September,6,2,Monday
981,2021-09-07,2021,3,Q3,9,September,7,3,Tuesday
982,2021-09-08,2021,3,Q3,9,September,8,4,Wednesday
983,2021-09-09,2021,3,Q3,9,September,9,5,Thursday
984,2021-09-10,2021,3,Q3,9,September,10,6,Friday
985,2021-09-11,2021,3,Q3,9,September,11,7,Saturday
986,2021-09-12,2021,3,Q3,9,September,12,1,Sunday
987,2021-09-13,2021,3,Q3,9,September,13,2,Monday
988,2021-09-14,2021,3,Q3,9,September,14,3,Tuesday
989,2021-09-15,2021,3,Q3,9,September,15,4,Wednesday
990,2021-09-16,2021,3,Q3,9,September,16,5,Thursday
991,2021-09-17,2021,3,Q3,9,September,17,6,Friday
992,2021-09-18,2021,3,Q3,9,September,18,7,Saturday
993,2021-09-19,2021,3,Q3,9,September,19,1,Sunday
994,2021-09-20,2021,3,Q3,9,September,20,2,Monday
995,2021-09-21,2021,3,Q3,9,September,21,3,Tuesday
996,2021-09-22,2021,3,Q3,9,September,22,4,Wednesday
997,2021-09-23,2021,3,Q3,9,September,23,5,Thursday
998,2021-09-24,2021,3,Q3,9,September,24,6,Friday
999,2021-09-25,2021,3,Q3,9,September,25,7,Saturday
1000,2021-09-26,2021,3,Q3,9,September,26,1,Sunday
1001,2021-09-27,2021,3,Q3,9,September,27,2,Monday
1002,2021-09-28,2021,3,Q3,9,September,28,3,Tuesday
1003,2021-09-29,2021,3,Q3,9,September,29,4,Wednesday
1004,2021-09-30,2021,4,Q4,9,September,30,5,Thursday
1005,2021-10-01,2021,4,Q4,10,October,1,6,Friday
1006,2021-10-02,2021,4,Q4,10,October,2,7,Saturday
1007,2021-10-03,2021,4,Q4,10,October,3,1,Sunday
1008,2021-10-04,2021,4,Q4,10,October,4,2,Monday
1009,2021-10-05,2021,4,Q4,10,October,5,3,Tuesday
1010,2021-10-06,2021,4,Q4,10,October,6,4,Wednesday
1011,2021-10-07,2021,4,Q4,10,October,7,5,Thursday
1012,2021-10-08,2021,4,Q4,10,October,8,6,Friday
1013,2021-10-09,2021,4,Q4,10,October,9,7,Saturday
1014,2021-10-10,2021,4,Q4,10,October,10,1,Sunday
1015,2021-10-11,2021,4,Q4,10,October,11,2,Monday
1016,2021-10-12,2021,4,Q4,10,October,12,3,Tuesday
1017,2021-10-13,2021,4,Q4,10,October,13,4,Wednesday
1018,2021-10-14,2021,4,Q4,10,October,14,5,Thursday
1019,2021-10-15,2021,4,Q4,10,October,15,6,Friday
1020,2021-10-16,2021,4,Q4,10,October,16,7,Saturday
1021,2021-10-17,2021,4,Q4,10,October,17,1,Sunday
1022,2021-10-18,2021,4,Q4,10,October,18,2,Monday
1023,2021-10-19,2021,4,Q4,10,October,19,3,Tuesday
1024,2021-10-20,2021,4,Q4,10,October,20,4,Wednesday
1025,2021-10-21,2021,4,Q4,10,October,21,5,Thursday
1026,2021-10-22,2021,4,Q4,10,October,22,6,Friday
1027,2021-10-23,2021,4,Q4,10,October,23,7,Saturday
1028,2021-10-24,2021,4,Q4,10,October,24,1,Sunday
1029,2021-10-25,2021,4,Q4,10,October,25,2,Monday
1030,2021-10-26,2021,4,Q4,10,October,26,3,Tuesday
1031,2021-10-27,2021,4,Q4,10,October,27,4,Wednesday
1032,2021-10-28,2021,4,Q4,10,October,28,5,Thursday
1033,2021-10-29,2021,4,Q4,10,October,29,6,Friday
1034,2021-10-30,2021,4,Q4,10,October,30,7,Saturday
1035,2021-10-31,2021,4,Q4,10,October,31,1,Sunday
1036,2021-11-01,2021,4,Q4,11,November,1,2,Monday
1037,2021-11-02,2021,4,Q4,11,November,2,3,Tuesday
1038,2021-11-03,2021,4,Q4,11,November,3,4,Wednesday
1039,2021-11-04,2021,4,Q4,11,November,4,5,Thursday
1040,2021-11-05,2021,4,Q4,11,November,5,6,Friday
1041,2021-11-06,2021,4,Q4,11,November,6,7,Saturday
1042,2021-11-07,2021,4,Q4,11,November,7,1,Sunday
1043,2021-11-08,2021,4,Q4,11,November,8,2,Monday
1044,2021-11-09,2021,4,Q4,11,November,9,3,Tuesday
1045,2021-11-10,2021,4,Q4,11,November,10,4,Wednesday
1046,2021-11-11,2021,4,Q4,11,November,11,5,Thursday
1047,2021-11-12,2021,4,Q4,11,November,12,6,Friday
1048,2021-11-13,2021,4,Q4,11,November,13,7,Saturday
1049,2021-11-14,2021,4,Q4,11,November,14,1,Sunday
1050,2021-11-15,2021,4,Q4,11,November,15,2,Monday
1051,2021-11-16,2021,4,Q4,11,November,16,3,Tuesday
1052,2021-11-17,2021,4,Q4,11,November,17,4,Wednesday
1053,2021-11-18,2021,4,Q4,11,November,18,5,Thursday
1054,2021-11-19,2021,4,Q4,11,November,19,6,Friday
1055,2021-11-20,2021,4,Q4,11,November,20,7,Saturday
1056,2021-11-21,2021,4,Q4,11,November,21,1,Sunday
1057,2021-11-22,2021,4,Q4,11,November,22,2,Monday
1058,2021-11-23,2021,4,Q4,11,November,23,3,Tuesday
1059,2021-11-24,2021,4,Q4,11,November,24,4,Wednesday
1060,2021-11-25,2021,4,Q4,11,November,25,5,Thursday
1061,2021-11-26,2021,4,Q4,11,November,26,6,Friday
1062,2021-11-27,2021,4,Q4,11,November,27,7,Saturday
1063,2021-11-28,2021,4,Q4,11,November,28,1,Sunday
1064,2021-11-29,2021,4,Q4,11,November,29,2,Monday
1065,2021-11-30,2021,4,Q4,11,November,30,3,Tuesday
1066,2021-12-01,2021,4,Q4,12,December,1,4,Wednesday
1067,2021-12-02,2021,4,Q4,12,December,2,5,Thursday
1068,2021-12-03,2021,4,Q4,12,December,3,6,Friday
1069,2021-12-04,2021,4,Q4,12,December,4,7,Saturday
1070,2021-12-05,2021,4,Q4,12,December,5,1,Sunday
1071,2021-12-06,2021,4,Q4,12,December,6,2,Monday
1072,2021-12-07,2021,4,Q4,12,December,7,3,Tuesday
1073,2021-12-08,2021,4,Q4,12,December,8,4,Wednesday
1074,2021-12-09,2021,4,Q4,12,December,9,5,Thursday
1075,2021-12-10,2021,4,Q4,12,December,10,6,Friday
1076,2021-12-11,2021,4,Q4,12,December,11,7,Saturday
1077,2021-12-12,2021,4,Q4,12,December,12,1,Sunday
1078,2021-12-13,2021,4,Q4,12,December,13,2,Monday
1079,2021-12-14,2021,4,Q4,12,December,14,3,Tuesday
1080,2021-12-15,2021,4,Q4,12,December,15,4,Wednesday
1081,2021-12-16,2021,4,Q4,12,December,16,5,Thursday
1082,2021-12-17,2021,4,Q4,12,December,17,6,Friday
1083,2021-12-18,2021,4,Q4,12,December,18,7,Saturday
1084,2021-12-19,2021,4,Q4,12,December,19,1,Sunday
1085,2021-12-20,2021,4,Q4,12,December,20,2,Monday
1086,2021-12-21,2021,4,Q4,12,December,21,3,Tuesday
1087,2021-12-22,2021,4,Q4,12,December,22,4,Wednesday
1088,2021-12-23,2021,4,Q4,12,December,23,5,Thursday
1089,2021-12-24,2021,4,Q4,12,December,24,6,Friday
1090,2021-12-25,2021,4,Q4,12,December,25,7,Saturday
1091,2021-12-26,2021,4,Q4,12,December,26,1,Sunday
1092,2021-12-27,2021,4,Q4,12,December,27,2,Monday
1093,2021-12-28,2021,4,Q4,12,December,28,3,Tuesday
1094,2021-12-29,2021,4,Q4,12,December,29,4,Wednesday
1095,2021-12-30,2021,4,Q4,12,December,30,5,Thursday
1096,2021-12-31,2021,1,Q1,12,December,31,6,Friday
