Tripid,Dateid,Stationid,Truckid,Wastecollected
92980,229,83,217,33.54
92981,229,21,240,40.37
92982,229,83,217,30.72
92983,229,21,246,37.56
92984,229,19,238,35.91
92985,229,19,230,32.56
92986,229,19,233,35.61
92987,229,19,238,41.47
92988,229,19,233,35.11
92989,229,19,233,40.71
92990,229,21,246,42.51
92991,229,83,229,44.02
92992,229,21,244,41.19
92993,229,83,229,37.53
92994,229,21,245,32.67
92995,229,19,238,40.19
92996,229,83,217,44.96
92997,229,21,245,39.78
92998,229,19,233,36.9
92999,229,19,238,43.14
93000,229,21,240,30.08
93001,229,19,233,34.4
93002,229,21,246,42.68
93003,229,19,230,39.16
93004,229,19,232,42.41
93005,229,83,229,41.22
93006,229,83,217,40.95
93007,229,19,233,40.43
93008,229,83,217,37.24
93009,229,83,217,43.96
93010,229,83,217,33.07
93011,229,19,232,38.32
93012,229,21,240,40.09
93013,229,83,217,36.54
93014,229,19,232,34.04
93015,229,31,277,30.65
93016,229,84,261,38.27
93017,229,32,288,34.78
93018,229,86,252,43.48
93019,229,57,272,42.12
93020,229,57,272,40.33
93021,229,32,286,39.19
93022,229,84,265,40.86
93023,229,86,257,35.12
93024,229,84,266,39.37
93025,229,86,257,38.85
93026,229,44,299,37.69
93027,229,57,270,44.5
93028,229,86,255,34.18
93029,229,32,286,32.1
93030,229,32,288,36.72
93031,229,31,277,33.45
93032,229,86,257,33.01
93033,229,44,301,41.57
93034,229,32,291,41.55
93035,229,84,265,30.88
93036,229,32,286,34.01
93037,229,32,290,44.4
93038,229,32,288,40.08
93039,229,57,272,42.97
93040,229,84,262,30.97
93041,229,32,290,43.57
93042,229,44,298,41.96
93043,229,86,255,36.41
93044,229,57,275,44.68
93045,229,31,283,32.0
93046,229,57,270,38.32
93047,229,32,291,31.35
93048,229,32,290,42.87
93049,229,31,280,30.35
93050,229,44,299,32.1
93051,229,57,274,38.35
93052,229,86,251,33.37
93053,229,84,265,35.66
93054,229,57,274,38.84
93055,229,57,270,40.18
93056,229,84,265,33.17
93057,229,32,290,30.04
93058,229,31,276,34.18
93059,229,32,290,37.02
93060,229,31,277,38.66
93061,229,84,266,34.58
93062,229,86,257,44.01
93063,229,86,255,41.92
93064,229,31,276,37.7
93065,229,57,275,36.75
93066,229,84,265,38.0
93067,229,84,261,40.71
93068,229,31,276,43.96
93069,229,84,266,41.3
93070,229,84,266,32.45
93071,229,57,270,43.03
93072,229,57,272,38.18
93073,229,84,261,40.22
93074,229,57,270,37.85
93075,229,31,280,36.11
93076,229,31,276,34.3
93077,229,57,274,37.4
93078,229,31,280,31.7
93079,229,86,251,41.62
93080,229,31,280,41.29
93081,229,84,261,32.4
93082,229,86,251,39.69
93083,229,57,274,36.47
93084,229,84,262,38.61
93085,229,44,297,44.55
93086,229,32,290,42.31
93087,229,31,277,33.6
93088,229,57,275,40.78
93089,229,86,251,40.73
93090,229,31,283,35.87
93091,230,46,169,37.9
93092,230,40,134,43.68
93093,230,77,150,39.84
93094,230,43,148,38.45
93095,230,40,136,40.71
93096,230,46,169,34.02
93097,230,97,115,38.7
93098,230,97,122,37.85
93099,230,46,168,44.94
93100,230,71,130,37.19
93101,230,97,115,41.72
93102,230,71,133,38.63
93103,230,77,160,37.0
93104,230,71,133,33.07
93105,230,43,144,36.89
93106,230,71,126,37.16
93107,230,46,168,36.47
93108,230,71,130,41.54
93109,230,43,143,30.22
93110,230,97,122,37.86
93111,230,77,150,32.04
93112,230,97,120,36.52
93113,230,46,162,43.79
93114,230,43,144,30.0
93115,230,97,122,33.93
93116,230,77,157,35.97
93117,230,40,137,43.88
93118,230,43,145,34.78
93119,230,77,152,41.14
93120,230,77,157,30.53
93121,230,97,121,43.16
93122,230,97,120,34.38
93123,230,46,162,36.64
93124,230,97,115,38.22
93125,230,97,122,42.15
93126,230,43,148,43.73
93127,230,71,125,37.66
93128,230,43,145,37.8
93129,230,43,144,36.94
93130,230,77,160,40.26
93131,230,43,148,41.25
93132,230,40,135,40.9
93133,230,40,134,36.6
93134,230,71,130,36.72
93135,230,46,161,42.46
93136,230,71,126,38.3
93137,230,40,137,31.79
93138,230,43,144,31.11
93139,230,77,157,39.58
93140,230,40,136,40.43
93141,230,40,136,37.68
93142,230,71,125,38.7
93143,230,71,130,35.91
93144,230,97,122,43.77
93145,230,40,137,44.6
93146,230,71,133,44.05
93147,230,40,135,39.06
93148,230,40,135,37.63
93149,230,46,161,44.99
93150,230,71,125,34.52
93151,230,71,125,34.74
93152,230,71,125,35.36
93153,230,43,145,44.94
93154,230,77,157,38.92
93155,230,46,161,35.24
93156,230,43,145,34.46
93157,230,46,161,37.09
93158,230,97,120,39.72
93159,230,97,122,44.92
93160,230,97,120,39.61
93161,230,40,134,35.38
93162,230,43,144,37.85
93163,230,77,152,39.89
93164,230,71,133,31.53
93165,230,43,145,34.08
93166,230,77,152,34.98
93167,230,47,170,35.92
93168,230,82,211,35.02
93169,230,47,179,33.96
93170,230,47,170,32.84
93171,230,82,211,43.05
93172,230,82,213,41.57
93173,230,81,198,43.84
93174,230,48,184,33.64
93175,230,48,189,35.11
93176,230,82,211,33.98
93177,230,48,189,31.41
93178,230,82,213,36.71
93179,230,81,192,35.9
93180,230,81,192,40.36
93181,230,47,170,34.51
93182,230,48,188,38.15
93183,230,81,194,36.26
93184,230,82,213,30.17
93185,230,82,213,32.89
93186,230,48,188,43.75
93187,230,47,178,34.56
93188,230,48,184,39.0
93189,230,48,184,44.96
93190,230,81,198,43.04
93191,230,47,179,37.17
93192,230,48,184,39.32
93193,230,48,182,38.99
93194,230,47,179,42.8
93195,230,82,213,41.06
93196,230,48,189,40.29
93197,230,82,211,41.94
93198,230,47,170,43.43
93199,230,48,184,42.99
93200,230,47,170,35.8
93201,230,47,170,32.09
93202,230,82,211,32.26
93203,230,81,198,43.89
93204,230,47,179,42.63
93205,230,48,188,35.05
93206,230,81,194,30.03
93207,230,81,194,38.58
93208,230,48,189,32.6
93209,230,82,211,32.07
93210,230,47,178,36.17
93211,230,48,182,41.36
93212,230,81,192,31.59
93213,230,47,170,34.69
93214,230,82,213,34.22
93215,230,82,213,31.54
93216,230,47,170,31.82
93217,230,81,194,31.71
93218,230,82,211,32.9
93219,230,48,184,40.71
93220,230,47,179,31.65
93221,230,82,211,30.73
93222,230,82,213,38.52
93223,230,48,189,33.87
93224,230,47,170,33.41
93225,230,47,170,40.75
93226,230,48,188,36.64
93227,230,47,178,30.24
93228,230,47,178,36.94
93229,230,48,189,30.17
93230,230,47,170,37.29
93231,230,81,192,37.61
93232,230,48,182,32.75
93233,230,82,213,44.07
93234,230,82,213,35.71
93235,230,48,184,41.43
93236,230,48,189,43.29
93237,230,48,182,41.14
93238,230,82,211,30.37
93239,230,81,198,41.94
93240,230,47,178,41.8
93241,230,82,213,42.17
93242,230,48,188,37.6
93243,230,19,232,44.2
93244,230,83,217,33.04
93245,230,21,245,32.7
93246,230,21,245,44.54
93247,230,83,217,37.26
93248,230,21,240,35.68
93249,230,19,233,41.62
93250,230,21,240,32.07
93251,230,83,229,42.26
93252,230,83,229,38.2
93253,230,21,244,41.93
93254,230,83,229,35.73
93255,230,21,240,43.58
93256,230,21,244,37.67
93257,230,83,217,42.63
93258,230,83,217,31.15
93259,230,19,238,44.03
93260,230,83,229,35.16
93261,230,83,217,33.68
93262,230,19,238,36.68
93263,230,21,240,42.5
93264,230,83,229,41.62
93265,230,83,229,38.88
93266,230,83,229,43.49
93267,230,83,229,34.87
93268,230,21,246,35.04
93269,230,83,229,31.15
93270,230,21,245,37.6
93271,230,83,229,39.54
93272,230,83,229,30.31
93273,230,19,233,31.75
93274,230,19,233,30.05
93275,230,21,244,30.36
93276,230,83,229,32.85
93277,230,19,232,35.53
93278,230,21,245,43.01
93279,230,19,233,37.57
93280,230,19,232,39.98
93281,230,19,232,30.87
93282,230,19,233,30.41
93283,230,83,229,37.66
93284,230,83,217,41.9
93285,230,19,232,44.43
93286,230,21,240,39.63
93287,230,21,245,35.29
93288,230,21,244,33.8
93289,230,83,229,44.34
93290,230,83,217,41.15
93291,230,83,217,37.24
93292,230,21,246,32.85
93293,230,21,244,44.47
93294,230,21,246,32.95
93295,230,83,229,33.92
93296,230,19,230,30.18
93297,230,83,229,43.63
93298,230,83,217,32.31
93299,230,83,217,35.66
93300,230,21,246,44.58
93301,230,21,245,40.52
93302,230,19,238,36.24
93303,230,83,229,34.7
93304,230,21,244,39.15
93305,230,19,233,36.91
93306,230,19,238,41.23
93307,230,21,245,36.18
93308,230,83,229,38.74
93309,230,21,245,43.03
93310,230,83,229,30.28
93311,230,21,244,32.13
93312,230,19,232,44.61
93313,230,19,238,37.78
93314,230,19,230,36.74
93315,230,83,217,36.0
93316,230,83,229,40.08
93317,230,83,229,30.61
93318,230,21,245,31.72
93319,230,44,298,40.23
93320,230,32,286,30.99
93321,230,44,298,31.49
93322,230,32,288,33.18
93323,230,31,277,33.28
93324,230,44,298,37.33
93325,230,84,266,37.57
93326,230,32,291,40.94
93327,230,57,272,37.94
93328,230,32,286,31.11
93329,230,84,261,30.7
93330,230,32,288,37.72
93331,230,31,283,31.59
93332,230,31,276,35.86
93333,230,84,266,32.54
93334,230,86,251,33.8
93335,230,57,272,35.13
93336,230,86,255,40.0
93337,230,86,251,43.79
93338,230,32,288,42.09
93339,230,44,299,33.42
93340,230,32,291,31.55
93341,230,31,283,33.98
93342,230,31,280,40.03
93343,230,44,297,35.18
93344,230,44,298,35.15
93345,230,86,252,42.94
93346,230,31,277,34.03
93347,230,31,283,41.54
93348,230,86,252,39.66
93349,230,86,257,35.31
93350,230,44,301,36.45
93351,230,32,290,36.05
93352,230,31,280,41.65
93353,230,31,283,40.0
93354,230,31,283,42.84
93355,230,57,272,30.91
93356,230,86,251,31.3
93357,230,44,297,30.05
93358,230,84,265,36.6
93359,230,86,251,32.48
93360,230,32,291,30.26
93361,230,32,291,43.29
93362,230,32,288,36.76
93363,230,86,255,32.44
93364,230,86,251,34.82
93365,230,57,274,39.53
93366,230,44,299,30.06
93367,230,57,270,31.29
93368,230,31,283,42.14
93369,230,57,275,41.16
93370,230,31,277,44.53
93371,230,86,255,32.24
93372,230,86,251,34.11
93373,230,32,290,34.77
93374,230,86,252,35.88
93375,230,86,252,42.09
93376,230,44,298,38.95
93377,230,86,251,41.5
93378,230,86,251,35.14
93379,230,57,275,42.03
93380,230,84,265,36.24
93381,230,44,301,38.65
93382,230,57,275,36.76
93383,230,31,277,37.36
93384,230,31,277,41.52
93385,230,31,276,35.38
93386,230,31,280,30.4
93387,230,84,266,31.99
93388,230,86,251,42.92
93389,230,84,262,30.49
93390,230,86,252,39.32
93391,230,44,297,34.32
93392,230,44,301,39.45
93393,230,57,274,30.4
93394,230,32,290,35.5
93395,231,43,144,31.68
93396,231,46,162,36.57
93397,231,43,143,42.72
93398,231,71,125,32.37
93399,231,46,168,33.96
93400,231,71,130,32.09
93401,231,71,126,42.99
93402,231,40,135,42.99
93403,231,46,162,39.81
93404,231,43,144,43.83
93405,231,40,135,32.21
93406,231,40,136,44.98
93407,231,46,169,38.8
93408,231,43,144,40.95
93409,231,46,162,30.81
93410,231,97,121,44.71
93411,231,43,148,39.83
93412,231,97,120,42.4
93413,231,46,161,31.2
93414,231,43,145,41.47
93415,231,71,125,30.76
93416,231,71,133,39.11
93417,231,40,135,33.44
93418,231,40,134,41.03
93419,231,40,135,33.99
93420,231,97,122,33.32
93421,231,77,160,34.89
93422,231,46,169,41.86
93423,231,97,115,36.45
93424,231,43,148,39.53
93425,231,40,137,38.95
93426,231,46,162,40.58
93427,231,43,143,30.82
93428,231,97,122,40.72
93429,231,97,120,44.25
93430,231,77,157,39.91
93431,231,46,161,43.16
93432,231,43,143,37.45
93433,231,40,134,33.89
93434,231,40,136,34.48
93435,231,77,160,43.3
93436,231,77,160,32.29
93437,231,97,121,42.78
93438,231,46,168,44.89
93439,231,43,148,38.86
93440,231,97,120,38.02
93441,231,40,135,35.67
93442,231,97,115,42.81
93443,231,97,121,31.68
93444,231,71,133,44.46
93445,231,97,121,40.08
93446,231,71,130,32.46
93447,231,71,130,43.31
93448,231,46,169,41.22
93449,231,46,161,44.96
93450,231,43,148,32.86
93451,231,40,135,38.58
93452,231,71,125,44.75
93453,231,40,137,40.14
93454,231,97,115,31.25
93455,231,40,135,33.0
93456,231,43,148,32.29
93457,231,77,150,30.27
93458,231,43,143,34.63
93459,231,71,126,30.76
93460,231,77,152,34.98
93461,231,40,135,35.83
93462,231,46,161,35.25
93463,231,40,134,32.53
93464,231,71,125,32.04
93465,231,46,162,42.56
93466,231,77,157,33.74
93467,231,40,137,40.93
93468,231,97,121,43.37
93469,231,77,152,32.63
93470,231,77,150,30.3
93471,231,48,182,38.17
93472,231,81,194,36.32
93473,231,48,184,36.34
93474,231,47,170,42.61
93475,231,48,184,43.81
93476,231,48,188,39.95
93477,231,47,170,39.78
93478,231,82,211,30.36
93479,231,81,194,43.66
93480,231,48,189,34.69
93481,231,48,182,33.89
93482,231,47,179,39.1
93483,231,82,213,43.39
93484,231,48,182,32.24
93485,231,48,182,35.1
93486,231,47,178,44.06
93487,231,47,170,36.18
93488,231,82,213,35.46
93489,231,82,211,38.22
93490,231,82,213,30.22
93491,231,47,179,36.77
93492,231,47,178,43.63
93493,231,48,182,34.78
93494,231,81,194,30.28
93495,231,47,178,33.27
93496,231,47,170,32.67
93497,231,47,179,38.51
93498,231,82,211,40.91
93499,231,81,194,44.0
93500,231,47,179,40.36
93501,231,48,189,37.66
93502,231,48,188,32.36
93503,231,48,182,39.67
93504,231,47,170,37.81
93505,231,82,211,31.61
93506,231,81,194,32.13
93507,231,81,194,41.86
93508,231,82,211,33.84
93509,231,81,198,32.07
93510,231,47,178,43.1
93511,231,48,184,35.32
93512,231,47,178,39.78
93513,231,48,184,43.19
93514,231,47,170,39.46
93515,231,47,179,30.72
93516,231,81,192,36.79
93517,231,47,179,41.51
93518,231,48,184,39.0
93519,231,81,194,31.96
93520,231,48,189,36.48
93521,231,47,178,36.67
93522,231,81,198,40.45
93523,231,82,213,41.18
93524,231,48,188,33.99
93525,231,82,213,33.97
93526,231,82,211,41.16
93527,231,82,211,36.42
93528,231,47,170,30.75
93529,231,47,179,40.67
93530,231,48,188,43.02
93531,231,48,189,41.59
93532,231,82,211,36.54
93533,231,47,179,34.27
93534,231,82,213,41.17
93535,231,81,191,39.57
93536,231,47,179,43.27
93537,231,48,182,30.16
93538,231,48,188,41.11
93539,231,81,191,31.98
93540,231,81,194,38.77
93541,231,48,189,38.96
93542,231,47,170,42.67
93543,231,47,178,31.74
93544,231,47,178,39.38
93545,231,48,182,42.8
93546,231,81,191,37.07
93547,231,83,229,37.18
93548,231,21,244,37.18
93549,231,19,233,31.75
93550,231,21,246,36.89
93551,231,21,245,33.13
93552,231,19,230,41.44
93553,231,83,217,35.46
93554,231,83,217,41.33
93555,231,83,217,37.32
93556,231,21,244,35.34
93557,231,21,240,39.54
93558,231,83,229,36.75
93559,231,19,232,40.32
93560,231,83,229,30.73
93561,231,83,229,30.8
93562,231,83,217,41.89
93563,231,21,245,42.67
93564,231,21,246,37.06
93565,231,21,246,34.08
93566,231,21,240,37.07
93567,231,21,240,38.13
93568,231,21,245,38.14
93569,231,83,229,42.65
93570,231,19,232,38.81
93571,231,21,245,38.86
93572,231,83,229,36.32
93573,231,19,238,33.56
93574,231,83,217,43.51
93575,231,19,230,43.54
93576,231,21,244,36.18
93577,231,19,233,35.17
93578,231,21,240,30.56
93579,231,83,229,42.72
93580,231,21,245,33.36
93581,231,21,244,38.04
93582,231,21,246,34.77
93583,231,19,233,41.4
93584,231,19,238,43.21
93585,231,83,229,39.39
93586,231,83,217,30.46
93587,231,19,233,36.38
93588,231,83,217,31.89
93589,231,21,245,34.32
93590,231,83,217,33.06
93591,231,19,238,32.46
93592,231,19,238,32.0
93593,231,21,240,32.47
93594,231,19,233,35.24
93595,231,21,246,35.08
93596,231,83,229,31.96
93597,231,83,229,34.1
93598,231,21,240,31.66
93599,231,19,232,33.81
93600,231,19,230,44.85
93601,231,21,244,40.1
93602,231,21,244,35.17
93603,231,21,240,32.85
93604,231,21,240,42.03
93605,231,83,217,33.19
93606,231,21,240,44.13
93607,231,21,246,33.56
93608,231,19,230,32.16
93609,231,83,217,34.0
93610,231,19,232,39.31
93611,231,19,238,38.0
93612,231,19,230,43.55
93613,231,83,217,34.95
93614,231,83,229,39.46
93615,231,21,245,42.45
93616,231,83,229,43.51
93617,231,19,232,43.91
93618,231,21,240,43.91
93619,231,21,240,43.46
93620,231,19,230,37.25
93621,231,19,233,30.01
93622,231,19,238,33.12
93623,231,86,255,44.02
93624,231,86,252,36.9
93625,231,84,266,42.38
93626,231,84,262,39.57
93627,231,57,270,34.57
93628,231,84,266,43.15
93629,231,84,266,38.54
93630,231,44,299,42.34
93631,231,31,283,44.56
93632,231,31,277,36.24
93633,231,57,272,35.19
93634,231,84,265,31.96
93635,231,44,301,36.06
93636,231,32,290,35.58
93637,231,31,276,38.3
93638,231,84,266,35.48
93639,231,86,255,34.4
93640,231,44,297,39.65
93641,231,57,270,40.37
93642,231,84,265,32.23
93643,231,44,297,32.44
93644,231,57,270,41.98
93645,231,84,262,44.4
93646,231,31,283,38.42
93647,231,32,291,37.96
93648,231,31,277,37.37
93649,231,86,255,38.35
93650,231,44,298,40.57
93651,231,84,262,41.31
93652,231,31,280,38.79
93653,231,31,280,33.02
93654,231,86,255,35.28
93655,231,86,251,33.54
93656,231,31,280,42.09
93657,231,57,272,32.32
93658,231,84,266,32.9
93659,231,44,297,34.44
93660,231,31,280,36.38
93661,231,57,275,30.52
93662,231,32,291,37.72
93663,231,31,283,41.7
93664,231,84,265,31.47
93665,231,57,272,32.13
93666,231,31,280,33.12
93667,231,44,297,32.39
93668,231,86,257,40.74
93669,231,86,252,43.99
93670,231,44,297,31.81
93671,231,84,262,31.8
93672,231,57,275,40.91
93673,231,84,262,34.03
93674,231,86,255,43.29
93675,231,84,265,36.36
93676,231,86,252,40.0
93677,231,57,270,32.58
93678,231,84,265,42.89
93679,231,57,275,31.72
93680,231,31,276,35.19
93681,231,57,272,36.49
93682,231,32,290,43.94
93683,231,57,274,44.35
93684,231,32,286,39.31
93685,231,84,266,37.57
93686,231,31,277,35.08
93687,231,84,262,33.56
93688,231,31,277,44.9
93689,231,57,275,32.97
93690,231,86,251,39.16
93691,231,31,276,33.92
93692,231,44,301,43.14
93693,231,84,262,31.75
93694,231,84,265,44.69
93695,231,86,251,44.03
93696,231,32,290,37.48
93697,231,57,274,37.38
93698,231,32,286,34.24
93699,232,46,162,44.96
93700,232,43,144,38.57
93701,232,71,125,42.75
93702,232,97,121,32.25
93703,232,71,126,31.39
93704,232,71,130,38.37
93705,232,71,133,43.06
93706,232,71,126,31.89
93707,232,77,160,37.71
93708,232,71,125,39.73
93709,232,77,160,30.14
93710,232,46,169,35.59
93711,232,46,168,40.9
93712,232,77,160,32.03
93713,232,46,169,37.68
93714,232,43,148,30.21
93715,232,46,168,30.68
93716,232,40,137,42.52
93717,232,97,122,44.82
93718,232,97,121,33.18
93719,232,40,135,31.66
93720,232,97,121,33.7
93721,232,43,145,43.5
93722,232,40,136,32.69
93723,232,40,136,30.97
93724,232,97,122,34.27
93725,232,77,157,38.93
93726,232,43,143,39.77
93727,232,46,169,37.64
93728,232,71,133,44.27
93729,232,43,148,41.75
93730,232,71,133,32.0
93731,232,43,148,35.04
93732,232,46,162,36.94
93733,232,40,134,38.88
93734,232,46,169,43.51
93735,232,77,160,34.05
93736,232,97,115,35.76
93737,232,77,152,38.91
93738,232,71,125,40.62
93739,232,46,161,30.17
93740,232,43,143,34.55
93741,232,46,169,42.24
93742,232,71,133,39.32
93743,232,46,162,42.45
93744,232,97,120,43.64
93745,232,40,136,40.05
93746,232,40,136,42.41
93747,232,43,143,32.59
93748,232,46,161,40.54
93749,232,46,162,38.77
93750,232,77,150,34.97
93751,232,71,133,30.52
93752,232,77,150,31.34
93753,232,77,160,33.54
93754,232,46,162,33.61
93755,232,71,126,31.41
93756,232,46,162,37.53
93757,232,77,157,37.73
93758,232,46,161,35.24
93759,232,71,125,41.14
93760,232,46,161,35.97
93761,232,97,115,37.76
93762,232,71,126,42.82
93763,232,46,169,30.27
93764,232,46,169,31.56
93765,232,46,161,38.24
93766,232,77,150,34.42
93767,232,77,157,34.56
93768,232,40,134,35.65
93769,232,77,150,34.94
93770,232,43,145,38.5
93771,232,40,134,44.71
93772,232,71,126,34.11
93773,232,97,120,43.58
93774,232,40,136,32.24
93775,232,81,198,41.09
93776,232,82,213,35.3
93777,232,48,189,41.99
93778,232,82,213,41.43
93779,232,48,188,35.22
93780,232,47,179,32.55
93781,232,47,170,40.44
93782,232,81,198,36.33
93783,232,81,191,38.17
93784,232,47,170,35.73
93785,232,47,179,32.27
93786,232,82,213,42.15
93787,232,47,179,35.45
93788,232,47,178,35.66
93789,232,82,211,30.52
93790,232,47,178,37.52
93791,232,47,179,43.05
93792,232,48,182,36.74
93793,232,48,189,31.95
93794,232,47,179,30.84
93795,232,48,184,38.25
93796,232,48,188,32.08
93797,232,47,178,43.69
93798,232,82,211,36.22
93799,232,81,191,30.29
93800,232,81,194,33.84
93801,232,82,211,42.08
93802,232,81,191,37.86
93803,232,81,194,44.76
93804,232,47,170,40.0
93805,232,47,170,39.25
93806,232,48,189,35.69
93807,232,81,191,44.09
93808,232,47,170,41.82
93809,232,47,179,30.84
93810,232,48,189,40.88
93811,232,82,211,36.88
93812,232,81,191,37.3
93813,232,47,170,38.79
93814,232,47,170,37.33
93815,232,48,189,33.58
93816,232,81,194,38.0
93817,232,48,184,32.99
93818,232,81,198,35.26
93819,232,48,189,40.75
93820,232,47,170,43.11
93821,232,81,192,44.66
93822,232,47,179,32.33
93823,232,81,198,37.6
93824,232,47,179,34.58
93825,232,48,182,44.98
93826,232,81,191,35.89
93827,232,82,213,36.3
93828,232,47,179,43.81
93829,232,47,179,38.93
93830,232,47,178,30.59
93831,232,47,178,43.41
93832,232,82,213,37.39
93833,232,81,191,34.96
93834,232,82,213,36.44
93835,232,48,188,38.57
93836,232,81,198,35.66
93837,232,47,178,41.78
93838,232,82,213,37.63
93839,232,82,211,38.32
93840,232,81,191,42.59
93841,232,82,211,36.3
93842,232,47,170,41.03
93843,232,82,211,31.8
93844,232,48,184,30.18
93845,232,47,179,39.87
93846,232,47,178,41.16
93847,232,48,189,39.63
93848,232,82,213,31.72
93849,232,82,211,39.84
93850,232,82,211,43.52
93851,232,19,233,30.88
93852,232,83,217,32.31
93853,232,21,246,35.52
93854,232,21,240,36.37
93855,232,83,229,31.64
93856,232,83,229,40.18
93857,232,19,232,36.29
93858,232,83,229,36.62
93859,232,21,240,43.72
93860,232,21,240,32.0
93861,232,83,229,44.07
93862,232,19,233,36.1
93863,232,21,240,30.09
93864,232,19,233,34.64
93865,232,83,217,38.95
93866,232,83,217,34.79
93867,232,19,230,38.52
93868,232,83,229,30.61
93869,232,83,229,34.72
93870,232,83,217,42.9
93871,232,83,229,43.45
93872,232,19,233,34.17
93873,232,19,232,43.41
93874,232,21,244,32.86
93875,232,21,240,31.06
93876,232,21,246,41.22
93877,232,83,217,41.32
93878,232,83,217,33.16
93879,232,83,229,43.91
93880,232,19,230,30.68
93881,232,83,217,36.28
93882,232,21,240,37.8
93883,232,21,246,33.76
93884,232,83,217,35.44
93885,232,19,232,36.18
93886,232,21,245,41.46
93887,232,19,232,38.76
93888,232,21,246,44.38
93889,232,83,217,34.62
93890,232,19,238,41.16
93891,232,21,246,36.79
93892,232,21,244,32.32
93893,232,19,230,44.08
93894,232,19,238,41.59
93895,232,21,244,41.83
93896,232,83,217,32.2
93897,232,19,238,35.51
93898,232,21,246,39.21
93899,232,21,240,32.34
93900,232,83,229,35.55
93901,232,83,229,43.6
93902,232,21,246,39.65
93903,232,21,244,32.59
93904,232,19,238,44.1
93905,232,21,246,38.24
93906,232,19,230,37.58
93907,232,19,230,31.4
93908,232,21,244,34.06
93909,232,19,230,36.73
93910,232,83,229,32.4
93911,232,83,229,43.22
93912,232,21,246,31.45
93913,232,19,232,31.18
93914,232,21,240,37.61
93915,232,21,244,35.38
93916,232,83,229,36.93
93917,232,21,246,38.52
93918,232,83,229,34.92
93919,232,83,217,36.08
93920,232,83,217,32.72
93921,232,21,246,32.19
93922,232,19,232,36.67
93923,232,83,229,38.4
93924,232,83,217,33.61
93925,232,19,232,39.55
93926,232,19,233,37.9
93927,232,57,274,30.08
93928,232,84,266,34.61
93929,232,57,270,44.9
93930,232,57,272,41.13
93931,232,57,275,34.3
93932,232,32,286,38.0
93933,232,57,275,40.22
93934,232,84,262,39.08
93935,232,57,270,31.53
93936,232,32,291,31.64
93937,232,57,270,40.35
93938,232,86,252,41.54
93939,232,57,270,32.36
93940,232,86,251,39.52
93941,232,44,298,44.43
93942,232,86,255,31.73
93943,232,32,290,30.69
93944,232,44,299,32.25
93945,232,44,301,39.34
93946,232,86,257,31.39
93947,232,57,275,32.32
93948,232,86,257,31.11
93949,232,84,265,36.36
93950,232,44,299,44.91
93951,232,57,270,39.23
93952,232,57,272,39.17
93953,232,86,255,34.64
93954,232,31,283,36.45
93955,232,32,291,30.99
93956,232,57,270,36.02
93957,232,86,252,44.08
93958,232,31,280,37.43
93959,232,86,255,44.14
93960,232,44,298,42.39
93961,232,57,272,43.61
93962,232,32,291,41.11
93963,232,86,255,38.66
93964,232,86,251,43.56
93965,232,86,252,31.01
93966,232,57,275,43.72
93967,232,44,297,38.89
93968,232,31,280,31.67
93969,232,86,252,35.24
93970,232,57,272,35.14
93971,232,84,266,43.4
93972,232,57,274,44.48
93973,232,84,266,33.6
93974,232,84,262,32.46
93975,232,31,277,43.13
93976,232,57,274,43.72
93977,232,32,290,41.85
93978,232,44,299,32.78
93979,232,57,274,30.25
93980,232,57,275,32.66
93981,232,32,290,37.93
93982,232,32,290,40.76
93983,232,32,288,33.23
93984,232,44,301,42.92
93985,232,32,288,35.53
93986,232,44,299,31.06
93987,232,32,286,31.26
93988,232,44,298,44.7
93989,232,57,274,37.93
93990,232,32,291,32.01
93991,232,84,265,32.49
93992,232,32,288,41.91
93993,232,32,288,32.35
93994,232,44,301,37.41
93995,232,57,270,39.88
93996,232,31,277,40.29
93997,232,84,266,33.8
93998,232,31,277,32.24
93999,232,57,274,36.97
94000,232,44,299,39.6
94001,232,86,251,39.8
94002,232,44,298,42.5
94003,233,71,130,38.58
94004,233,77,160,40.66
94005,233,97,115,39.04
94006,233,97,122,41.11
94007,233,77,152,39.25
94008,233,97,121,39.11
94009,233,97,122,37.63
94010,233,46,168,33.5
94011,233,40,136,32.31
94012,233,97,121,42.72
94013,233,43,143,34.51
94014,233,71,130,40.03
94015,233,77,150,41.67
94016,233,77,150,36.81
94017,233,71,130,42.47
94018,233,43,145,39.78
94019,233,97,121,43.19
94020,233,43,145,36.63
94021,233,43,148,33.13
94022,233,46,169,36.67
94023,233,97,122,42.99
94024,233,46,169,39.88
94025,233,71,130,34.66
94026,233,77,160,41.22
94027,233,71,133,36.67
94028,233,97,122,37.05
94029,233,46,169,41.02
94030,233,40,134,33.71
94031,233,40,137,32.72
94032,233,40,137,30.38
94033,233,46,161,32.39
94034,233,77,157,37.89
94035,233,77,160,34.18
94036,233,77,152,42.92
94037,233,46,169,32.83
94038,233,97,115,41.95
94039,233,77,150,34.66
94040,233,71,126,36.08
94041,233,46,162,43.35
94042,233,97,121,43.15
94043,233,40,134,30.08
94044,233,43,143,32.25
94045,233,43,148,37.23
94046,233,40,137,39.12
94047,233,46,162,31.09
94048,233,40,136,44.23
94049,233,40,137,41.85
94050,233,40,137,42.68
94051,233,46,168,42.87
94052,233,43,145,44.22
94053,233,97,120,40.04
