id,name,city,state,lon,lat
3115,Tomichi Hall - Health Center,GUNNISON,CO,-106.917534,38.549992
3116,United States Army Fitzsimons General Hospital,DENVER,CO,-104.837204,39.74527
3117,Valley View Community Hospital,ADAMS CITY,CO,-104.980255,39.850544
3118,Valley View Hospital,GLENWOOD SPRINGS,CO,-107.322548,39.532482
3119,Veterans Hospital,DENVER,CO,-104.935257,39.732487
3120,Vista Grande Nursing Home,CORTEZ,CO,-108.575089,37.361664
3121,Weld County Public Hospital,BRACEWELL,CO,-104.70858,40.414982
3122,Wide Horizon Sanatorium,APPLEWOOD,CO,-105.09832,39.767769
3123,Backus Hospital,FRANKLIN,CT,-72.088692,41.542038
3124,Bridgeport Hospital,BRIDGEPORT,CT,-73.164276,41.173157
3125,Cedarcrest State Sanatorium,HARTFORD,CT,-72.70871,41.70816
3126,Connecticut Valley Hospital,CROMWELL,CT,-72.632034,41.557037
3127,Corbin Hospital,FARMINGTON,CT,-72.76371,41.713158
3128,Crestfield Hospital,BOLTON,CT,-72.488968,41.802601
3129,Day Kimball Hospital,POMFRET,CT,-71.91452,41.90649
3130,Fairfield State Hospital,NEWTOWN,CT,-73.285118,41.400925
3131,Farmington Hospital,FARMINGTON,CT,-72.800369,41.714821
3132,Fernwood Hospital,BLOOMFIELD,CT,-72.717323,41.77121
3133,Gaylord Farms Sanatorium,CHESHIRE,CT,-72.855652,41.473431
3134,Haven Hospital,POMFRET,CT,-71.997581,41.859539
3135,Hillsbrook Hospital,FAIRFIELD,CT,-73.331787,41.144814
3136,Laurel Heights State Sanitarium,SHELTON,CT,-73.07872,41.294266
3137,Lawrence Memorial Hospital,GROTON,CT,-72.10508,41.336491
3138,Long Hill Hospital,SHELTON,CT,-73.095383,41.285927
3139,Masonic Home And Hospital,CHESHIRE,CT,-72.83593,41.463158
3140,Memorial Hospital,LITCHFIELD,CT,-73.132889,41.791767
3141,Memorial Hospital,BOLTON,CT,-72.526207,41.781769
3142,Mount Sinai Hospital,BLOOMFIELD,CT,-72.693703,41.800098
3143,New Britain Hospital,BERLIN,CT,-72.786758,41.661488
3144,New Britain Memorial Hospital,FARMINGTON,CT,-72.80204,41.688988
3145,Norwich State Hospital,GALES FERRY,CT,-72.073128,41.489269
3146,Park City Hospital,BRIDGEPORT,CT,-73.195946,41.170925
3147,Saint Frances Hospital,BLOOMFIELD,CT,-72.698143,41.774818
3148,Saint Lukes Hospital,ARMONK,CT,-73.695129,41.070656
3149,Saint Marys Hospital,NAUGATUCK,CT,-73.035942,41.552876
3150,Saint Vincents Hospital,BRIDGEPORT,CT,-73.2015,41.200924
3151,Skyview Hospital,CHESHIRE,CT,-72.844543,41.453991
3152,Undercliff Santorium,SOUTHINGTON,CT,-72.817871,41.551491
3153,Witherel Hospital,PORT CHESTER,CT,-73.62513,41.058704
3154,Yale-New Haven Medical Center,EAST HAVEN,CT,-72.93483,41.303154
3155,Armory Square Hospital (historical),ARLINGTON,MD,-77.020531,38.889832
3156,Campbell Hospital (historical),CHERRYDALE,MD,-77.019424,38.914829
3157,Carver Hospital (historical),CHERRYDALE,MD,-77.030266,38.925941
3158,Casualty Hospital,REAGAN NATIONAL AIIRPORT,MD,-76.995522,38.89233
3159,Childrens Hospital National Medical Center,ARLINGTON,MD,-77.029701,38.917892
3160,Circle Hospital (historical),ARLINGTON,MD,-77.051094,38.902889
3161,Clifburne Hospital (historical),ARLINGTON,MD,-77.039986,38.921501
3162,Columbia College General Hospital (historical),ARLINGTON,MD,-77.033035,38.922329
3163,Columbia Hospital for Women,ARLINGTON,MD,-77.051926,38.903999
3164,D C General Hospital,REAGAN NATIONAL AIIRPORT,MD,-76.973587,38.885109
3165,Douglass Hospital (historical),ARLINGTON,MD,-77.013863,38.901501
3166,Emergency Hospital,ARLINGTON,MD,-77.039986,38.896782
3167,Episcopal Hospital (historical),ARLINGTON,MD,-77.034424,38.905109
3168,Garfield Hospital (historical),CHERRYDALE,MD,-77.026642,38.92205
3169,George Washington University Hospital,ARLINGTON,MD,-77.048874,38.90094
3170,Georgetown University Hospital,ARLINGTON,MD,-77.075264,38.911499
3171,Hadley Memorial Hospital,ALEXANDRIA,MD,-77.013306,38.824833
3172,Herewood Hospital (historical),ROSSLYN,MD,-77.017204,38.930672
3173,Homeopathic Hospital,REAGAN NATIONAL AIIRPORT,MD,-77.014137,38.905941
3174,Judiciary Square Hospital (historical),ARLINGTON,MD,-77.017754,38.8965
3175,Lincoln Hospital (historical),REAGAN NATIONAL AIIRPORT,MD,-76.994133,38.890392
3176,Marine Hospital (historical),REAGAN NATIONAL AIIRPORT,MD,-76.973587,38.885109
3177,Mount Alto Hospital (historical),ARLINGTON,MD,-77.074699,38.924
3178,Mount Pleasant Army Hospital (historical),CHERRYDALE,MD,-77.02887,38.929001
3179,Mule Hospital,ARLINGTON,MD,-77.059425,38.903442
3180,Psychiatric Institute of Washington,ARLINGTON,MD,-77.08387,38.907612
3181,Saint Anns Infant Asylum (historical),ARLINGTON,MD,-77.049141,38.915672
3182,Saint Elizabeths Hospital,REAGAN NATIONAL AIIRPORT,MD,-76.994698,38.850674
3183,Sanitarium Mission Hospital (historical),ARLINGTON,MD,-77.020523,38.87455
3184,Stanton Hospital (historical),REAGAN NATIONAL AIIRPORT,MD,-77.013306,38.901222
3185,The National Rehabilitation Hospital,ROSSLYN,MD,-77.013588,38.929279
3186,Tuburculosis Hospital,RIVERCREST,MD,-77.035263,38.94289
3187,Veterans Administration Hospital,ROSSLYN,MD,-77.008026,38.927891
3188,Walter Reed Army Medical Center,BETHESDA,MD,-77.029144,38.975391
3189,Bissell Sanitorium,HOCKESSIN,PA,-75.65271,39.749832
3190,Christiana Hospital,BEAR,DE,-75.668816,39.687611
3191,Delaware Hospital,CHRISTIANA,PA,-75.549644,39.751785
3192,Delaware State Hospital,CHRISTIANA,DE,-75.577148,39.708725
3193,General Hospital,CHRISTIANA,PA,-75.56826,39.742615
3194,Governor Bacon Health Center,SAINT GEORGES,DE,-75.583817,39.572609
3195,Riverside Hospital,CHRISTIANA,PA,-75.512421,39.755943
3196,Saint Francis Hospital,CHRISTIANA,PA,-75.567146,39.750393
3197,Stockley Center,CATCHPENNY,DE,-75.319633,38.627056
3198,Adamsville Health Center,SIX FLAGS OVER GEORGIA,GA,-84.506325,33.758995
3199,Aidmore Hospital,DRUID HILLS,GA,-84.319366,33.793716
3200,Allen Hospital,MILLEDGEVILLE,GA,-83.244881,33.05542
3201,Appling General Hospital,BAXLEY,GA,-82.34874,31.769367
3202,Archbold Memorial Hospital,THOMASVILLE,GA,-83.972397,30.825193
3203,Archbold Urgent Care Center,DILLON,GA,-83.950455,30.851303
3204,Arrowhead Nursing Home,FOREST PARK,GA,-84.382141,33.575939
3205,Askew Memorial Hospital (historical),BERRIEN CO A/P,GA,-83.25016,31.213257
3206,Athens-Clarke County Public Health Center,ATHENS,GA,-83.385437,33.960396
3207,Atlanta Hospital,DRUID HILLS,GA,-84.382706,33.773998
3208,Bacon County Hospital,ALMA,GA,-82.459297,31.539644
3209,Bainbridge Hospital (historical),BAINBRIDGE,GA,-84.576309,30.901859
3210,Bainbridge State Hospital,AUSMAC,GA,-84.634354,30.982687
3211,Banks-Jackson-Commerce Hospital,COMMERCE,GA,-83.468773,34.219547
3212,Barrow Medical Center,RUSSELL,GA,-83.707672,34.007332
3213,Battey State Hospital,ROME,GA,-85.203285,34.279263
3214,Baxley Manor Nursing Home,BAXLEY,GA,-82.359016,31.772974
3215,Ben Hill County Hospital,FITZGERALD,GA,-83.260712,31.712406
3216,Bleckley County Hospital,COCHRAN,GA,-83.346558,32.384602
3217,Boswell Hospital,GREENSBORO,GA,-83.17321,33.572346
3218,Bowdon Area Hospital,RANBURNE,AL,-85.263008,33.53455
3219,Brooks County Hospital,BROOKS CO A/P,GA,-83.559052,30.795197
3220,Brown Hospital (historical),HARRISON,GA,-83.112373,34.287327
3221,Bulloch County Health Center,CLITO,GA,-81.785942,32.450176
3222,Bulloch County Hospital,CLITO,GA,-81.772049,32.441849
3223,Burke County Hospital,WAYNESBORO,GA,-82.012619,33.084324
3224,Bush Hospital,BIBB CITY,AL,-84.987709,32.472641
3225,Calhoun Memorial Hospital,ARLINGTON,GA,-84.721588,31.435736
3226,Candler County Hospital,METTER,GA,-82.065666,32.407112
3227,Carroll County Health Center,CARROLLTON,GA,-85.073555,33.570389
3228,Center For Rehabilitation Medicine,DRUID HILLS,GA,-84.320755,33.794827
3229,Center Hill Health Center,ATLANTA,GA,-84.460762,33.777328
3230,Central Of Georga Hospital,ALABAMA JUNCTION,SC,-81.104004,32.049648
3231,Central State Hospital,MILLEDGEVILLE,GA,-83.217377,33.046535
3232,Charlton County Health Center,FOLKSTON,GA,-82.003448,30.831903
3233,Charlton Memorial Hospital,FOLKSTON,GA,-82.005119,30.845232
3234,Charlton Memorial Hospital,FOLKSTON,GA,-82.004837,30.845232
3235,Charter Brook Hospital,DUNWOODY,GA,-84.295486,33.908432
3236,Charter Hospital of Augusta,EVANS,SC,-82.08651,33.490417
3237,Charter Lake Hospital,PAYNE CITY,GA,-83.686844,32.900696
3238,Charter Winds Hospital,ATHENS,GA,-83.430443,33.964005
3239,Chattooga County Hospital,TRION,GA,-85.337738,34.491478
3240,Childrens Hospital (historical),DRUID HILLS,GA,-84.36631,33.764828
3241,City of Refuge,LOGTOWN,GA,-84.112694,32.816246
3242,Clayton County Medical Center,KENWOOD,GA,-84.359924,33.524551
3243,Clayton General Hospital,HARTSFIELD-JACKSON AIRPORT,GA,-84.389641,33.579552
3244,Clinch Memorial Hospital,HOMERVILLE,GA,-82.74736,31.04104
3245,Cobb Hospital and Medical Center,POWDER SPRINGS,GA,-84.604935,33.857323
3246,Cobb Memorial Hospital,HARRISON,GA,-83.118202,34.284828
3247,Coliseum Park Hospital,MACON,GA,-83.61879,32.847076
3248,Crawford Long Hospital of Emory University,DRUID HILLS,GA,-84.386314,33.769276
3249,Crisp County Hospital,CORDELE,GA,-83.77906,31.977953
3250,DeKalb General Hospital,DRUID HILLS,GA,-84.28186,33.790382
3251,Doctor John M Meadows Memorial Hospital,LYONS,GA,-82.392624,32.204357
3252,Doctors Hospital,BIBB CITY,AL,-84.98243,32.480423
3253,Doctors Memorial Hosptial,DRUID HILLS,GA,-84.386864,33.770107
3254,Dodge County Hospital,EASTMAN,GA,-83.177933,32.184891
3255,Donalsonville Hospital,DAVIS PARK,GA,-84.882423,31.050465
3256,Dooly Medical Center,VIENNA,GA,-83.771835,32.085999
3257,Doraville County Health Center,DUNWOODY,GA,-84.279922,33.902042
3258,Douglas County Memorial Hospital,CHAPEL HILL,GA,-84.736877,33.751217
3259,Douglas General Hospital,CHAPEL HILL,GA,-84.731331,33.738998
3260,Early Memorial Hospital,BLAKELY,GA,-84.94548,31.373785
3261,East Lake Meadows Health Center,DUNWOODY,GA,-84.311035,33.952324
3262,Effingham County Hospital,GUYTON,GA,-81.320663,32.363522
3263,Egleston Hospital For Children,DRUID HILLS,GA,-84.32048,33.793716
3264,Eisenhower Medical Center,FORT GORDON,GA,-82.125946,33.430138
3265,Elbert County Health Center,ELBERTON,GA,-82.869034,34.109001
3266,Elberton-Elbert Hospital,ELBERTON,GA,-82.87458,34.113441
3267,Emory University Hospital,DRUID HILLS,GA,-84.321861,33.792046
3268,Ernest Memorial Hospital,FRANKLIN,GA,-85.106049,33.27956
3269,Evans Memorial Hospital,BELLVILLE,GA,-81.899277,32.166019
3270,Faith Hope and Charity Nursing Home,STOCKBRIDGE,GA,-84.272987,33.57872
3271,Fannin County Regional Hospital,HIGDON,NC,-84.373535,34.917862
3272,Fayette Medical Center,KENWOOD,GA,-84.478256,33.449284
3273,Flint River Community Hospital,OGLETHORPE,GA,-84.030472,32.294598
3274,Frank Bird Hospital (historical),REMERTON,GA,-83.281807,30.832142
3275,Gabersham County Hospital,CLARKESVILLE,GA,-83.536835,34.580929
3276,Georgia Hall Grady Memorial Hospital,DRUID HILLS,GA,-84.381317,33.753166
3277,Georgia Infirmary,ALABAMA JUNCTION,SC,-81.096222,32.057709
3278,Georgia Mental Health Institute,DRUID HILLS,GA,-84.342705,33.788715
3279,Georgia Regional Hospital,AUGUSTA,SC,-82.011513,33.395702
3280,Georgia Regional Hospital,BETHESDA,SC,-81.081772,32.000774
3281,Georgia Retardation Center,DUNWOODY,GA,-84.298531,33.933712
3282,Georgian Clinic,DRUID HILLS,GA,-84.340752,33.789547
3283,Gilbert Health Center,ATHENS,GA,-83.375435,33.955944
3284,Glancy Memorial Hospital,BERKELEY LAKE,GA,-84.162415,34.00732
3285,Glynn County Health Department,BRUNSWICK,GA,-81.493713,31.1469
3286,Glynn-Brunswick Memorial Hospital,BRUNSWICK,GA,-81.484268,31.174671
3287,Gordon Hospital,RESACA,GA,-84.92411,34.510368
3288,Grady County Hospital (historical),CAIRO,GA,-84.20768,30.87491
3289,Grady General Hospital,CAIRO,GA,-84.199074,30.863522
3290,Grady Memorial Hospital,DRUID HILLS,GA,-84.381592,33.751778
3291,Griffin Hospital,BAINBRIDGE,GA,-84.575195,30.90852
3292,Griffin-Spalding County Hospital,GRIFFIN,GA,-84.266312,33.239285
3293,Gwinnett Community Hospital,GRAYSON,GA,-84.028236,33.857048
3294,Gwinnett County Hospital,GRAYSON,GA,-83.990738,33.942322
3295,Gwinnett Medical Center,LAWRENCEVILLE,GA,-84.01741,33.964272
3296,Habersham County Medical Center,CLARKESVILLE,GA,-83.537109,34.581207
3297,Hamilton Medical Center,ROCKY FACE,GA,-84.984947,34.789799
3298,Hancock Memorial Hospital,SPARTA,GA,-82.971809,33.267925
3299,Harbin Clinic (historical),ROME,GA,-85.172173,34.252594
3300,Harbor Hospital,HARRISONVILLE,GA,-85.039658,33.131794
3301,Hart County Hospital,HARTWELL,GA,-82.939301,34.346493
3302,Henry General Hospital,STOCKBRIDGE,GA,-84.227425,33.510941
3303,Heritage Park Hospital,MACON,GA,-83.641289,32.836807
3304,Higgins General Hospital,BOWDON JUNCTION,GA,-85.145226,33.716496
3305,Hillcrest-Allen Clinic and Hospital (historical),THOMPSONS MILL,GA,-83.758224,34.088436
3306,Holland Hospital (historical),BLAKELY,GA,-84.934647,31.375456
3307,Howell Memorial Hospital,CARTERSVILLE,GA,-84.789108,34.171764
3308,Howell Quillian Clinic (historical),CARTERSVILLE,GA,-84.801048,34.162037
3309,Hughes Spalding Medical Center,DRUID HILLS,GA,-84.381866,33.753437
3310,Humana Hospital,CASSVILLE,GA,-84.794662,34.200657
3311,Humana Hospital,CASSVILLE,GA,-84.795769,34.200657
3312,Humana Hospital-Newnan,NEWNAN,GA,-84.815498,33.392895
3313,Hutcheson Memorial Hospital,ROSSVILLE,TN,-85.263565,34.946747
3314,Ideal Health Care Center,IDEAL,GA,-84.192131,32.371544
3315,Inner City Community Health Center,DRUID HILLS,GA,-84.372421,33.758995
3316,Irwin County Hospital,OCILLA,GA,-83.251266,31.603519
3317,Jeff Davis Hospital,HAZLEHURST,GA,-82.607079,31.856857
3318,Jefferson Hospital,LOUISVILLE,GA,-82.406517,32.999321
3319,Jenkins County Hospital,EMMALANE,GA,-81.934563,32.804333
3320,Jonesboro Medical Center,FOREST PARK,GA,-84.364365,33.554279
3321,Kennedy Memorial Hospital (historical),METTER,GA,-82.062057,32.398232
3322,Kennestone Hospital At Windy Hill,SMYRNA,GA,-84.47937,33.899822
3323,Lakeside Community Hospital,DREW,GA,-84.146858,34.208427
3324,Lanier Park Hospital,GAINESVILLE,GA,-83.795731,34.320381
3325,Laurens Memorial Hospital,DUBLIN,GA,-82.93486,32.532669
3326,Lithonia Health Center,LAKEVIEW ESTATES,GA,-84.110748,33.712608
3327,Masonic Hospital,BOYLSTON,MA,-71.712013,42.30703
3328,Macon-Bibb County Health Center,MACON,GA,-83.636574,32.832916
3329,Marion Ennis Health Center (historical),MILLEDGEVILLE,GA,-83.223206,33.080975
3330,Marion Memorial Hospital,BUENA VISTA,GA,-84.526024,32.327648
3331,Marvin Parks Memorial Hospital,MILLEDGEVILLE,GA,-83.230156,33.083469
3332,Mary Olis Wilcox Health Center (historical),POWELTON,GA,-82.937653,33.412079
3333,McDuffie County Hospital,THOMSON,GA,-82.507629,33.460136
3334,McGeary Hospital (historical),MADISON,GA,-83.468216,33.597065
3335,Medical Center of Central Georgia,MACON,GA,-83.636292,32.834026
3336,Memorial Hospital,BAINBRIDGE,GA,-84.552139,30.902689
3337,Memorial Hospital,ALABAMA JUNCTION,SC,-81.088722,32.030491
3338,Memorial Hospital,DEENWOOD,GA,-82.347351,31.225218
3339,Memorial Hospital,DRUID HILLS,GA,-84.386032,33.768436
3340,Memorial Hospital of Adel,ADEL,GA,-83.424324,31.144081
3341,Memorial Hospital of Washington County,SANDERSVILLE,GA,-82.803749,32.995983
3342,Meriwether Memorial Hospital,FLINT HILL,GA,-84.68325,32.889568
3343,Midtown Hospital,DRUID HILLS,GA,-84.382706,33.773167
3344,Millen Hospital,EMMALANE,GA,-81.942062,32.797382
3345,Miller County Hospital,COLQUITT,GA,-84.735474,31.175182
3346,Mitchell County Hospital,CAMILLA,GA,-84.205467,31.229902
3347,Monroe County Hospital,FORSYTH,GA,-83.946022,33.031239
3348,Montezuma Health Care Center,OGLETHORPE,GA,-84.029625,32.294876
3349,Montreal Medical Center,DRUID HILLS,GA,-84.254646,33.825104
3350,Morgan Memorial Hospital,MADISON,GA,-83.480713,33.584846
3351,Mulkey Hospital,EMMALANE,GA,-81.939842,32.804333
3352,Murray County Memorial Hospital,ETON,GA,-84.780769,34.781471
3353,Muscogee County Health Center,BIBB CITY,AL,-84.982155,32.481812
3354,Newton County Mental Health Center,COVINGTON,GA,-83.844337,33.602055
3355,Newton General Hospital,COVINGTON,GA,-83.847961,33.600945
3356,North DeKalb Health Center,CHAMBLEE,GA,-84.332703,33.861214
3357,North DeKalb Mental Health Center,DUNWOODY,GA,-84.339363,33.878162
3358,North Fulton Regional Hospital,ALPHARETTA,GA,-84.314095,34.06316
3359,Northeast Georgia Medical Center,GAINESVILLE,GA,-83.817398,34.303715
3360,Northside Hospital,MACON,GA,-83.697121,32.868465
3361,Northside Hospital,DUNWOODY,GA,-84.354095,33.908993
3362,Northwest Georgia Mental Health Center,ROSSVILLE,TN,-85.264671,34.946747
3363,Nursecare Nursing Home,KENWOOD,GA,-84.400757,33.574551
3364,Ocilla Hospital (historical),OCILLA,GA,-83.250984,31.594912
3365,Palmyra Medical Center,ALBANY,GA,-84.169632,31.606564
3366,Parkview Private Hospital (historical),MACON,GA,-83.645729,32.834576
3367,Parkway Regional Hospital,LITHIA SPRINGS,GA,-84.610214,33.778439
3368,Patterson Hospital,COLES,GA,-84.793533,31.775164
3369,Paulding Memorial Medical Center,NEW HOPE,GA,-84.85244,33.919544
3370,Peach County Hospital,FORT VALLEY,GA,-83.877968,32.566257
3371,Peachford Hospital,DUNWOODY,GA,-84.299927,33.926495
3372,Perry Hospital,PERRY,GA,-83.71019,32.459591
3373,Phoebe Putney Memorial Hospital,ALBANY,GA,-84.158241,31.591003
3374,Piedmont Hospital,DRUID HILLS,GA,-84.393532,33.807327
3375,Pierce County Hospital,BLACKSHEAR,GA,-82.240128,31.311888
3376,Pine Nursing Home,WAYNESBORO,GA,-81.999008,33.061264
3377,Pineview Hospital,REMERTON,GA,-83.28627,30.862982
3378,Polk General Hospital,CEDARTOWN,GA,-85.251892,34.019268
3379,Polk Medical Center,BRASWELL,GA,-85.041885,34.005661
3380,Psychiatric Institute of Atlanta,DRUID HILLS,GA,-84.382706,33.775387
3381,Putnam General Hospital,EATONTON,GA,-83.370995,33.335693
3382,R J Taylor Memorial Hospital,HAWKINSVILLE,GA,-83.484612,32.297661
3383,R T Jones Memorial Hospital,CANTON,GA,-84.479935,34.232037
3384,Rabun County Memorial Hospital,CLAYTON,GA,-83.401276,34.875923
3385,Redmond Regional Medical Center,ROME,GA,-85.195236,34.277592
3386,Richmond County Health Center,NORTH AUGUSTA,SC,-81.987061,33.471249
3387,Ridgecrest Hospital,CLAYTON,GA,-83.414322,34.883423
3388,Ridgeway Hospital (historical),HARRISON,GA,-83.110977,34.284275
3389,Ritch-Leaphart Hospital (historical),DOCTORTOWN,GA,-81.88401,31.606884
3390,Riverside Hospital (historical),BAINBRIDGE,GA,-84.579918,30.90741
3391,Rockdale Hospital,CONYERS,GA,-84.001846,33.680939
3392,Ronald McDonald Childhood Cancer Clinic,DRUID HILLS,GA,-84.319366,33.793438
3393,Saint Francis Hospital,BIBB CITY,GA,-84.960762,32.506531
3394,Saint Josephs Hospital,ALABAMA JUNCTION,SC,-81.09066,32.07077
3395,Saint Josephs Hospital,AUGUSTA,SC,-82.018448,33.465698
3396,Saint Josephs Hospital,BETHESDA,GA,-81.154831,31.985489
3397,Saint Josephs Hospital of Atlanta,DUNWOODY,GA,-84.349922,33.908432
3398,Saint Luke Hospital (historical),MACON,GA,-83.644623,32.835968
3399,Scott Hospital (historical),MILLEDGEVILLE,GA,-83.226265,33.083752
3400,Scottish Rite Hospital,DUNWOODY,GA,-84.354095,33.906494
3401,Scottish Rite Hospital (historical),DRUID HILLS,GA,-84.301865,33.760105
3402,Screven County Hospital,ALTMAN,GA,-81.647331,32.749889
3403,Shallowford Community Hospital,DUNWOODY,GA,-84.308815,33.926212
3404,Smith Hospital,CECIL,GA,-83.370705,30.992134
3405,Smyrna Hospital,SMYRNA,GA,-84.51326,33.857883
3406,South Fulton Medical Center,HARTSFIELD-JACKSON AIRPORT,GA,-84.427155,33.680107
3407,Southern Medical Plaza,VININGS,GA,-84.459099,33.819828
3408,Southwest Hospital and Medical Center,SIX FLAGS OVER GEORGIA,GA,-84.512154,33.739826
3409,Stephens County Hospital,BOYDVILLE,SC,-83.348495,34.59454
3410,Stewart-Webster Hospital,RICHLAND,GA,-84.660751,32.085987
3411,Sumter Regional Hospital,AMERICUS,GA,-84.222969,32.074333
3412,Sylvan Grove Hospital,JACKSON,GA,-83.977966,33.303734
3413,Talmadge Hospital,NORTH AUGUSTA,SC,-81.989563,33.470695
3414,Tanner Medical Center,CARROLLTON,GA,-85.07412,33.56955
3415,Terrell Community Hospital,BRIDGES CROSSROAD,GA,-84.43631,31.767107
3416,Three Rivers Hospital and Medical Center,MCRAE,GA,-82.880974,32.059345
3417,Tidewater Hospital,AIKEN,SC,-82.03067,33.377361
3418,Tift County Hospital (historical),PHILLIPSBURG,GA,-83.502945,31.463245
3419,Tift General Hospital,PHILLIPSBURG,GA,-83.491272,31.471294
3420,Tucker Health Center,TUCKER,GA,-84.210197,33.848991
3421,Union General Hospital,TRACK ROCK,GA,-83.957405,34.873417
3422,Union General Hospital,BLAIRSVILLE,GA,-83.96241,34.886196
3423,Union Hospital (historical),REMERTON,GA,-83.280991,30.839092
3424,University Hospital,NORTH AUGUSTA,SC,-81.985672,33.469307
3425,Valley Hospital,HUGULEY,GA,-85.18383,32.885956
3426,Vereen Memorial Hospital,MOULTRIE,GA,-83.789612,31.163517
3427,Villa Rica Hospital,LAKE VAL-DO-MAR,GA,-84.918549,33.743435
3428,Walton County Hospital,MONROE,GA,-83.718781,33.783443
3429,Wanawake Medical Center,ATLANTA,GA,-84.42215,33.738438
3430,Ware County Health Center,DEENWOOD,GA,-82.355408,31.215218
3431,Wayne County Health Center,DOCTORTOWN,GA,-81.88623,31.605494
3432,Wayne Memorial Hospital,JESUP,GA,-81.89901,31.602154
3433,Wesley Memorial Hospital (historical),DRUID HILLS,GA,-84.384094,33.755386
3434,Wesley Woods Health Center,DRUID HILLS,GA,-84.329361,33.804272
3435,Wesley Woods Intermediate Care Facility,DRUID HILLS,GA,-84.331032,33.802883
3436,West Georgia Cancer Clinic,LAGRANGE,GA,-85.059113,33.031517
3437,West Georgia Medical Center,LAGRANGE,GA,-85.058266,33.032066
3438,West Paces Ferry Hospital,VININGS,GA,-84.427711,33.845104
3439,Whitehead Memorial Infirmary,DRUID HILLS,GA,-84.396317,33.777328
3440,Wildwood Sanitarium,WILDWOOD,TN,-85.401901,34.980637
3441,Willingway Hospital,CLITO,GA,-81.757614,32.444351
3442,Wills Memorial Hospital,WASHINGTON,GA,-82.742081,33.728458
3443,Winder-Barrow Hospital (historical),BETHLEHEM,GA,-83.70961,33.99789
3444,Wise Sanitarium Number 1 (historical),PLAINS,GA,-84.392693,32.033218
3445,Woodstock Hospital,SWEAT MOUNTAIN,GA,-84.517708,34.101768
3446,Worth County Hospital,GAMMAGE,GA,-83.840179,31.512119
3447,Adair County Memorial Hospital,GREENFIELD,IA,-94.450241,41.3036
3448,Allen Memorial Hospital,WATERLOO,IA,-92.339073,42.526653
3449,Bettendorf Health Care Center,CAMPBELLS ISLAND,IL,-90.493195,41.570034
3450,Booth Hospital,DES MOINES,IA,-93.603546,41.55999
3451,Burgess Memorial Hospital,ONAWA,IA,-96.1064,42.025547
3452,Cherokee State Hospital,CHEROKEE,IA,-95.572784,42.757206
3453,Clarinda Mental Health Institute,CLARINDA,IA,-95.035263,40.757771
3454,Davenport Medical Center,CREDIT ISLAND,IL,-90.58847,41.550861
3455,Decatur County Hospital,DECATUR CITY,IA,-93.747444,40.750832
3456,Faith Nursing Home,MITCHELL,IA,-92.806587,43.276363
3457,Finley Hospital,ASBURY,WI,-90.686241,42.496395
3458,Floyd County Memorial Hospital,CARRVILLE,IA,-92.683517,43.052475
3459,Franklin Memorial Hospital,HAMPTON,IA,-93.18576,42.743584
3460,Gay Hospital,VINTON,IA,-92.012405,42.173325
3461,Good Samaritan County Home,LE MARS,IA,-96.146408,42.80027
3462,Graham Hospital,ALEXANDRIA,IA,-91.387375,40.406715
3463,Greeley Hospital,AMES,IA,-93.611893,42.033596
3464,Hardin County Health Care Center,ELDORA,IA,-93.149094,42.397762
3465,Hillcrest Hospital,DES MOINES,IA,-93.655502,41.588879
3466,Howard County Hospital,BONAIR,IA,-92.117668,43.381359
3467,Independence State Hospital,INDEPENDENCE,IA,-91.926285,42.456928
3468,Isolation Hospital (historical),CREDIT ISLAND,IL,-90.594856,41.54475
3469,Jackson County Hospital,DUBUQUE REGIONAL AIRPORT,IA,-90.673462,42.401398
3470,Jane Lamb Health Center,CAMANCHE,IA,-90.215958,41.840031
3471,Madison County Memorial Hospital,WINTERSET,IA,-94.016899,41.32832
3472,Masonic Sanitorium (historical),CAMPBELLS ISLAND,IL,-90.496811,41.528095
3473,Mercy Hospital,CREDIT ISLAND,IL,-90.592636,41.54253
3474,Mercy Hospital,WAVERLY,IA,-92.482407,42.722759
3475,Mercy Hospital,CORALVILLE,IA,-91.527664,41.663906
3476,Mercy Hospital,BULGERS HOLLOW,IA,-90.189018,41.86142
3477,Mercy Hospital,DES MOINES,IA,-93.62355,41.59943
3478,Murphy Memorial Hospital,RED OAK,IA,-95.216934,41.014992
3479,Muscatine General Hospital,MUSCATINE,IL,-91.054596,41.433086
3480,Palo Alto County Hospital,EMMETSBURG,IA,-94.691933,43.120247
3481,Pine Knoll Nursing Home,CREDIT ISLAND,IL,-90.618469,41.522251
3482,Saint Anthony Hospital,CARROLL,IA,-94.866936,42.056656
3483,Saint Elizabeths Hospital,CREDIT ISLAND,IL,-90.591805,41.543922
3484,Saint Francis Hospital,ELK RUN HEIGHTS,IA,-92.307404,42.499157
3485,Saint Johns Hospital,CREDIT ISLAND,IL,-90.591805,41.543922
3486,Saint Josephs Hospital,ALEXANDRIA,IA,-91.393211,40.402267
3487,Saint Lukes Hospital,BETTENDORF,IL,-90.55764,41.541706
3488,Saint Vincent Hospital,SOUTH SIOUX CITY,SD,-96.400307,42.497211
3489,Sartori Hospital,CEDAR FALLS,IA,-92.457413,42.533596
3490,Schoitz Hospital,EVANSDALE,IA,-92.355461,42.470264
3491,Smith Memorial Hospital,DECORAH,IA,-91.776825,43.301914
